State,Constituency Name,Candidate,Party,Winning Margin
Madhya Pradesh,MANDSOUR,DILIP SINGH GURJAR,Indian National Congress,-500655.0
Madhya Pradesh,MANDSOUR,VIJAY RANN,Independent,-500655.0
Tamil Nadu,SRIPERUMBUDUR,M ASHOK KUMAR,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S AMBETHKUMAR,Mahathma Makkal Munnetra Kazhakam,-487029.0
Tamil Nadu,SRIPERUMBUDUR,V SUDHAVALLI,Aravor Munnetra Kazhagam,-487029.0
Tamil Nadu,SRIPERUMBUDUR,M S ARUMUGAM,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,V N VENUGOPAL,Tamil Maanila Congress  (Moopanar),-487029.0
Tamil Nadu,SRIPERUMBUDUR,NOTA,None of the Above,-487029.0
Tamil Nadu,SRIPERUMBUDUR,V RAVICHANDRAN,Naam Tamilar Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,G PREMKUMAR,All India Anna Dravida Munnetra Kazhagam,-487029.0
Tamil Nadu,SRIPERUMBUDUR,T R BAALU,Dravida Munnetra Kazhagam,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S SIVARAMAN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,K PRABAKARAN,Bahujan Samaj Party,-487029.0
Tamil Nadu,SRIPERUMBUDUR,M SARAVANAN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,C PREMKUMAR,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,C ARAVIND,Desiya Makkal Sakthi Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,M PREMKUMAR,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,P BASKARAN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S PRABHU,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,N MANIKKAM,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,G RAMKUMAR,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,C A JAYARAMAN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S SIVAKUMAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,AYODHI LAKSHMANAN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S CHITTIBABU,Naadaalum Makkal Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,P HARIDAS,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,GOPI DEEPAK,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,KARTHIK KUMAR P C,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,A JINNA MOHAMMED,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,J MOHANRAJ,Jebamani Janata,-487029.0
Tamil Nadu,SRIPERUMBUDUR,I MOHAMED YASEEN,Thakkam Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,K PALANIYAPPAN,Tamizhaga Murpokku Makkal Katchi,-487029.0
Tamil Nadu,SRIPERUMBUDUR,DR S PRAVEEN,Independent,-487029.0
Tamil Nadu,SRIPERUMBUDUR,S MUNIKUMAR,Samaniya Makkal Nala Katchi,-487029.0
Tripura,Tripura East,KALPA MOHAN TRIPURA,Independent,-486819.0
Tripura,Tripura East,KRISHNA MOHAN JAMATIA,Independent,-486819.0
Tripura,Tripura East,SATRUGHNA JAMATIA,Independent,-486819.0
Tripura,Tripura East,SHIB CHANDRA DEBBARMA,Independent,-486819.0
Tripura,Tripura East,SANTOJOY TRIPURA,Independent,-486819.0
Tripura,Tripura East,DARSHAN KUMAR REANG,Independent,-486819.0
Tripura,Tripura East,ARCHANA URANG,Independent,-486819.0
Tripura,Tripura East,NOTA,None of the Above,-486819.0
Tripura,Tripura East,RAJENDRA REANG,Communist Party of India  (Marxist),-486819.0
Tripura,Tripura East,KRITI DEVI DEBBARMAN,Bharatiya Janata Party,-486819.0
Madhya Pradesh,JABALPUR,FOJI VIJAY HALDKAR (EX-ARMY),Independent,-486674.0
Madhya Pradesh,JABALPUR,JAGDISH SINGH LODHI,Bhartiya Shakti Chetna Party,-486674.0
Madhya Pradesh,JABALPUR,DINESH YADAV,Independent,-486674.0
Madhya Pradesh,JABALPUR,ASHOK RANA,Rashtra Nirman Party,-486674.0
Madhya Pradesh,JABALPUR,SWATANATRA SAMAJ SEVI VINAY CHAKRAVARTI,Independent,-486674.0
Madhya Pradesh,JABALPUR,POORNESH KUMAR JAIN,Independent,-486674.0
Madhya Pradesh,JABALPUR,ASHISH DUBEY,Bharatiya Janata Party,-486674.0
Madhya Pradesh,JABALPUR,ADVOCATE UDAY KUMAR SAHU,Gondvana Gantantra Party,-486674.0
Madhya Pradesh,JABALPUR,NOTA,None of the Above,-486674.0
Madhya Pradesh,JABALPUR,MAHAVEER JAIN,Independent,-486674.0
Madhya Pradesh,JABALPUR,RAKESH CHOUDHARY,Bahujan Samaj Party,-486674.0
Madhya Pradesh,JABALPUR,DINESH YADAV,Indian National Congress,-486674.0
Madhya Pradesh,JABALPUR,SANTOSH KUMAR KUSHWAHA,Independent,-486674.0
Madhya Pradesh,JABALPUR,"ER. PRAVIN GAJBHIYE ""DADA""",Independent,-486674.0
Madhya Pradesh,JABALPUR,DASAI RAM KOL,Aadim Samaj Party,-486674.0
Madhya Pradesh,JABALPUR,DR. DHAI AKSHAR,Independent,-486674.0
Madhya Pradesh,JABALPUR,GULAB SINGH,Independent,-486674.0
Madhya Pradesh,JABALPUR,LAL SINGH,Rashtriya Samaj Dal (R),-486674.0
Madhya Pradesh,JABALPUR,RAMKUMAR PASI,Bahujan Awam Party,-486674.0
Madhya Pradesh,JABALPUR,COMRADE SACHIN JAIN,Socialist Unity Centre Of India (COMMUNIST),-486674.0
Gujarat,Rajkot,BHAVESH UPENDRABHAI ACHARYA,Independent,-484260.0
Gujarat,Rajkot,PRAKASH GOVINDBHAI SINDHAV,Independent,-484260.0
Gujarat,Rajkot,ZALA NAYAN J.,Independent,-484260.0
Gujarat,Rajkot,JIGNESHBHAI MAHAJAN,Independent,-484260.0
Gujarat,Rajkot,PARSHOTTAMBHAI RUPALA,Bharatiya Janata Party,-484260.0
Gujarat,Rajkot,DHANANI PARESH,Indian National Congress,-484260.0
Gujarat,Rajkot,NOTA,None of the Above,-484260.0
Gujarat,Rajkot,CHAMANBHAI NAGJIBHAI SAVSANI,Bahujan Samaj Party,-484260.0
Gujarat,Rajkot,AJAGIYA NIRALBHAI AMRUTLAL,Independent,-484260.0
Gujarat,Rajkot,BHAVESHBHAI KANTILAL PIPALIYA,Independent,-484260.0
Madhya Pradesh,SAGAR,AHIRWAR RAJKUMAR THEKEDAAR,Independent,-471222.0
Madhya Pradesh,SAGAR,LAXMI KUSHWAHA,Pichhara Samaj Party United,-471222.0
Madhya Pradesh,SAGAR,SURESH BANSAL,Bhartiya Shakti Chetna Party,-471222.0
Madhya Pradesh,SAGAR,TOSHMANI PANTHI (KANNA),Independent,-471222.0
Madhya Pradesh,SAGAR,DHARMENDRA BANPURIYA,Independent,-471222.0
Madhya Pradesh,SAGAR,SANGRAM SINGH YADAV,Independent,-471222.0
Madhya Pradesh,SAGAR,DR. RAMAVATAR SHARMA,Socialist Unity Centre Of India (COMMUNIST),-471222.0
Madhya Pradesh,SAGAR,MOHAMAD AARIF MAKRANI,Independent,-471222.0
Madhya Pradesh,SAGAR,BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,-471222.0
Madhya Pradesh,SAGAR,NOTA,None of the Above,-471222.0
Madhya Pradesh,SAGAR,BHAGWATI PRASAD JATAV,Bahujan Samaj Party,-471222.0
Madhya Pradesh,SAGAR,CHANDRA BHUSAN SINGH BUNDELA 'GUDDU RAJA',Indian National Congress,-471222.0
Madhya Pradesh,SAGAR,DR. LATA WANKHEDE,Bharatiya Janata Party,-471222.0
Madhya Pradesh,SAGAR,RAM BHJAN BANSAL,Samata Party,-471222.0
West Bengal,Joynagar,SINDHUPADA BAIRAGI,Independent,-470219.0
West Bengal,Joynagar,PRATIMA MONDAL,Independent,-470219.0
West Bengal,Joynagar,NOTA,None of the Above,-470219.0
West Bengal,Joynagar,PRATIMA MONDAL,All India Trinamool Congress,-470219.0
West Bengal,Joynagar,SUJAN SARDAR,Independent,-470219.0
West Bengal,Joynagar,JURAN CHANDRA PANDEY,Mulnibasi Party of India,-470219.0
West Bengal,Joynagar,SHANKAR DEB MONDAL,Bahujan Samaj Party,-470219.0
West Bengal,Joynagar,ASHOK KANDARY,Bharatiya Janata Party,-470219.0
West Bengal,Joynagar,MEGHNATH HALDER,All India Secular Front,-470219.0
West Bengal,Joynagar,MILAN NASKAR,Independent,-470219.0
West Bengal,Joynagar,NIRANJAN  NASKAR,Socialist Unity Centre Of India (COMMUNIST),-470219.0
West Bengal,Joynagar,SAMARENDRA NATH MONDAL,Revolutionary Socialist Party,-470219.0
Telangana,Khammam,BHATTU SRINIVAS,Jai Bharat National Party,-467847.0
Telangana,Khammam,NAGESWARA RAO LAKAVATH,Independent,-467847.0
Telangana,Khammam,MALAMPATI SURYANARAYANA,Independent,-467847.0
Telangana,Khammam,ANANDA PRASAD KASINA,Pyramid Party of India,-467847.0
Telangana,Khammam,M. RAVI CHANDAR CHOWHAN,Independent,-467847.0
Telangana,Khammam,PAPETLA RAMAMURTHY,Sakala Janula Party,-467847.0
Telangana,Khammam,ANIL KUMAR MADDINENI,Independent,-467847.0
Telangana,Khammam,LINGAIAH DANDA,Independent,-467847.0
Telangana,Khammam,MUTYAM ARJUNA RAJU,Independent,-467847.0
Telangana,Khammam,THAMBALLA RAVI,Independent,-467847.0
Telangana,Khammam,ANTHONI SURESH,Bahujana Left Party,-467847.0
Telangana,Khammam,CHILAKABATHINI STALIN,Independent,-467847.0
Telangana,Khammam,TEJAVATH JOGRAM NAIK,Independent,-467847.0
Telangana,Khammam,SHAIK BAJI BABA,Independent,-467847.0
Telangana,Khammam,KASIMALLA NAGESWARA RAO,Independent,-467847.0
Telangana,Khammam,BANDARU NAGARAJU,Independent,-467847.0
Telangana,Khammam,SHAIK KHALEEL PASHA,Independent,-467847.0
Telangana,Khammam,EDURUGATLA CHITTI MALLU,Independent,-467847.0
Telangana,Khammam,KUKKALA NAGAIAH,Alliance of Democratic Reforms Party,-467847.0
Telangana,Khammam,ULLENGALA YADAGIRI,Independent,-467847.0
Telangana,Khammam,ADVOCATE YERRA KAAMESH,Bahujan Samaj Party,-467847.0
Telangana,Khammam,VASAM RAMAKRISHNA DORA,Independent,-467847.0
Telangana,Khammam,NOTA,None of the Above,-467847.0
Telangana,Khammam,VINOD RAO TANDRA,Bharatiya Janata Party,-467847.0
Telangana,Khammam,NAMA NAGESWARA RAO,Bharat Rashtra Samithi,-467847.0
Telangana,Khammam,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,-467847.0
Telangana,Khammam,ANWAR RAICE,Socialist Party (India),-467847.0
Telangana,Khammam,SHAIK SIRAJUDDIN,Independent,-467847.0
Telangana,Khammam,AVUTAPALLI RAMBABU,Independent,-467847.0
Telangana,Khammam,LINGALA RAVI KUMAR,Independent,-467847.0
Telangana,Khammam,SHAIK MOHMED RASOOL,Independent,-467847.0
Telangana,Khammam,MADDISETTY YERRAPPA @ AJAY,Independent,-467847.0
Telangana,Khammam,KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party,-467847.0
Telangana,Khammam,KATUKOJWALA NAGESWAR RAO,Independent,-467847.0
Telangana,Khammam,SHAIK AJJULU,Independent,-467847.0
Telangana,Khammam,GANGIREDDY KOTI REDDY,Independent,-467847.0
Gujarat,Ahmedabad East,MAHESHKUMAR SOMABHAI THAKOR,Independent,-461755.0
Gujarat,Ahmedabad East,KALPESHBHAI  SHETE,Gunj Satya Ni Janata Party,-461755.0
Gujarat,Ahmedabad East,ZALA SANJAYKUMAR MAHOBATSINH,Independent,-461755.0
Gujarat,Ahmedabad East,INGOLE ROOPESHBHAI BABUBHAI,Independent,-461755.0
Gujarat,Ahmedabad East,DHANANJAY GIRJASHANKAR RAJPUT,Bhartiya Jan Parishad,-461755.0
Gujarat,Ahmedabad East,HITENDRABHAI PATEL,Aadi Bharat Party,-461755.0
Gujarat,Ahmedabad East,CHAUHAN MOHAMADFARUK  AHEMADHASANBHAI,Independent,-461755.0
Gujarat,Ahmedabad East,MAKWANA JAYANTIBHAI KANJIBHAI,Bahujan Samaj Party,-461755.0
Gujarat,Ahmedabad East,BRIJESH SHARMA,Independent,-461755.0
Gujarat,Ahmedabad East,MANISH KUMAR DUBEY,Swaraj Kranti Party,-461755.0
Gujarat,Ahmedabad East,HARSHAD BABUBHAI NANDOLIYA,Independent,-461755.0
Gujarat,Ahmedabad East,HASMUKHBHAI PATEL (H.S.PATEL),Bharatiya Janata Party,-461755.0
Gujarat,Ahmedabad East,HIMMATSINH PRAHLADSINH PATEL,Indian National Congress,-461755.0
Gujarat,Ahmedabad East,NOTA,None of the Above,-461755.0
Gujarat,Ahmedabad East,PIYUSHBHAI BHAVSAR,Youth India Peace Party,-461755.0
Gujarat,Ahmedabad East,DASHARATHBHAI KANTILAL PANCHAL,Independent,-461755.0
Gujarat,Ahmedabad East,PRAMOD SAHDEVBHAI GUDADE,Swatantrata Abhivyakti Party,-461755.0
Gujarat,Ahmedabad East,RAJESH HARIRAM MAURYA,Prajatantra Aadhar Party,-461755.0
Gujarat,Ahmedabad East,PATANI VISHNUBHAI NATAVARBHAI,Independent,-461755.0
Gujarat,Bhavnagar,SANJAYBHAI MAGANBHAI MAKAWANA,Independent,-455289.0
Gujarat,Bhavnagar,PARMAR RAJESHKUMAR PREMJIBHAI,New India United Party,-455289.0
Gujarat,Bhavnagar,KALANIYA SAGARBHAI POPATBHAI,Aapki Awaaz Party,-455289.0
Gujarat,Bhavnagar,HARSH GOKLANI,Independent,-455289.0
Gujarat,Bhavnagar,BHUPATBHAI MOHANBHAI VALA,Right to Recall Party,-455289.0
Gujarat,Bhavnagar,NARESHBHAI NARANBHAI RATHOD,Independent,-455289.0
Gujarat,Bhavnagar,SHRI TIDABHAI DEVSHIBHAI,Gujarat Sarva Samaj Party,-455289.0
Gujarat,Bhavnagar,ANILBHAI NARENDRABHAI CHAVDA,Swatantrata Abhivyakti Party,-455289.0
Gujarat,Bhavnagar,RATHOD DINESHBHAI LAKHABHAI,Bahujan Samaj Party,-455289.0
Gujarat,Bhavnagar,NOTA,None of the Above,-455289.0
Gujarat,Bhavnagar,UMESHBHAI NARANBHAI MAKWANA,Aam Aadmi Party,-455289.0
Gujarat,Bhavnagar,BRAHMAKSHTRIYA BHAGVATIBEN KHETSINH,Independent,-455289.0
Gujarat,Bhavnagar,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),Bharatiya Janata Party,-455289.0
Gujarat,Bhavnagar,SHRI MULSHANKARBHAI RAGHURAMBHAI CHAUHAN,Independent,-455289.0
Tamil Nadu,DINDIGUL,ANGUCHAMY M,Independent,-443821.0
Tamil Nadu,DINDIGUL,MURUGESAN (A) VISHNU MURUGESAN C,Independent,-443821.0
Tamil Nadu,DINDIGUL,SATHISH KANNA G T,Independent,-443821.0
Tamil Nadu,DINDIGUL,PALANISAMY K,Independent,-443821.0
Tamil Nadu,DINDIGUL,SABARINATH S,Independent,-443821.0
Tamil Nadu,DINDIGUL,ARUMUGAM R,Independent,-443821.0
Tamil Nadu,DINDIGUL,SURESH K,Independent,-443821.0
Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,Communist Party of India  (Marxist),-443821.0
Tamil Nadu,DINDIGUL,ANBUROSE D,Independent,-443821.0
Tamil Nadu,DINDIGUL,THILGABAMA M,Pattali Makkal Katchi,-443821.0
Tamil Nadu,DINDIGUL,KAILAI RAJAN D,Naam Tamilar Katchi,-443821.0
Tamil Nadu,DINDIGUL,NOTA,None of the Above,-443821.0
Tamil Nadu,DINDIGUL,RAJKUMAR R,Independent,-443821.0
Tamil Nadu,DINDIGUL,NATCHIMUTHU S,Bahujan Samaj Party,-443821.0
Tamil Nadu,DINDIGUL,DINESHKUMAR S,All India Youth Development Party,-443821.0
Tamil Nadu,DINDIGUL,MOHAMED MUBARAK M A,All India Anna Dravida Munnetra Kazhagam,-443821.0
Chhattisgarh,DURG,ASHOK JAIN,Independent,-438226.0
Chhattisgarh,DURG,DR. HARISHCHANDRA SAHU,Independent,-438226.0
Chhattisgarh,DURG,SHITKARAN MAHILWAR,Aazad Samaj Party (Kanshi Ram),-438226.0
Chhattisgarh,DURG,RAKESH SAHU,Nyaydharmsabha,-438226.0
Chhattisgarh,DURG,SAVITA SHAILENDRA BANJARE,Shakti Sena (Bharat Desh),-438226.0
Chhattisgarh,DURG,HARICHAND THAKUR,Independent,-438226.0
Chhattisgarh,DURG,BALDEV SAHU,Independent,-438226.0
Chhattisgarh,DURG,SUKHADEV TANDON,Rashtriya Jansabha Party,-438226.0
Chhattisgarh,DURG,DILIP RAMTEKE,Bahujan Samaj Party,-438226.0
Chhattisgarh,DURG,DHRUV KUMAR SONI URF LANGUR SONI,Independent,-438226.0
Chhattisgarh,DURG,ARUN JOSHI,Independent,-438226.0
Chhattisgarh,DURG,ALI HUSSAIN SIDDIQUI,Independent,-438226.0
Chhattisgarh,DURG,DR. ANJU KEME,Ekam Sanatan Bharat Dal,-438226.0
Chhattisgarh,DURG,NOTA,None of the Above,-438226.0
Chhattisgarh,DURG,ANOOP KUMAR PANDEY,Independent,-438226.0
Chhattisgarh,DURG,SHANKAR THAKUR,Gondvana Gantantra Party,-438226.0
Chhattisgarh,DURG,RAJENDRA SAHU,Indian National Congress,-438226.0
Chhattisgarh,DURG,VIJAY BAGHEL,Bharatiya Janata Party,-438226.0
Chhattisgarh,DURG,KHILANAND JASPAL,Independent,-438226.0
Chhattisgarh,DURG,YASHWANT SITARAM SAHU,Bhartiya Shakti Chetna Party,-438226.0
Chhattisgarh,DURG,PUSHPA MAIRISHA,Ambedkarite Party of India,-438226.0
Chhattisgarh,DURG,SANTOSH KUMAR MARKANDE,Independent,-438226.0
Chhattisgarh,DURG,SHYAM SUNDER SAHU,Loktantra Congress Party,-438226.0
Chhattisgarh,DURG,BHANUPRATAP CHATURVEDI,Independent,-438226.0
Chhattisgarh,DURG,BHAGBALI SIVARE,Independent,-438226.0
Chhattisgarh,DURG,VIKAS SHARMA,Lokshahi Ekta Party,-438226.0
Madhya Pradesh,HOSHANGABAD,MUKESH YADAV,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,MAKHAN SINGH LODHI,Bhartiya Shakti Chetna Party,-431696.0
Madhya Pradesh,HOSHANGABAD,JYOTI SURESH JHARIYA,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,PATRAKAR TILAK JATAV,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,PANDIT BRAJESH KHEMARIYA,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,YUVRAJ GAVADE,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,-431696.0
Madhya Pradesh,HOSHANGABAD,SANJAY SHARMA SANJU BHAIYA,Indian National Congress,-431696.0
Madhya Pradesh,HOSHANGABAD,RAMGOVIND BARUAA,Bahujan Samaj Party,-431696.0
Madhya Pradesh,HOSHANGABAD,NOTA,None of the Above,-431696.0
Madhya Pradesh,HOSHANGABAD,PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,-431696.0
Madhya Pradesh,HOSHANGABAD,RAKESH RAMPRASAD RICKY,Independent,-431696.0
Madhya Pradesh,HOSHANGABAD,SARJERAO SAHARE,Independent,-431696.0
Madhya Pradesh,DEWAS,NOTA,None of the Above,-425225.0
Madhya Pradesh,DEWAS,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,-425225.0
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,-425225.0
Madhya Pradesh,DEWAS,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,-425225.0
Madhya Pradesh,DEWAS,NITIN VERMA,Independent,-425225.0
Madhya Pradesh,DEWAS,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),-425225.0
Madhya Pradesh,DEWAS,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,-425225.0
Madhya Pradesh,DEWAS,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,-425225.0
Madhya Pradesh,DEWAS,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,-425225.0
Madhya Pradesh,DAMOH,RAHUL BHAIYA S/O RAM PRATAP,Independent,-406426.0
Madhya Pradesh,DAMOH,TARVAR SINGH LODHI,Independent,-406426.0
Madhya Pradesh,DAMOH,DURGA MOUSI,Independent,-406426.0
Madhya Pradesh,DAMOH,NOTA,None of the Above,-406426.0
Madhya Pradesh,DAMOH,NANDAN KUMAR AHIRWAL,Independent,-406426.0
Madhya Pradesh,DAMOH,RAKESH KUMAR AHIRWAR,Independent,-406426.0
Madhya Pradesh,DAMOH,NEELESH SONI,Independent,-406426.0
Madhya Pradesh,DAMOH,VEDRAM KURMI,Independent,-406426.0
Madhya Pradesh,DAMOH,RAHUL BHAIYA S/O JEEVAN LAL,Independent,-406426.0
Madhya Pradesh,DAMOH,RAHUL SINGH LODHI,Bharatiya Janata Party,-406426.0
Madhya Pradesh,DAMOH,TARBAR SINGH LODHI (BANTU BHAIYA),Indian National Congress,-406426.0
Madhya Pradesh,DAMOH,ENGINEER GOVERDHAN RAJ,Bahujan Samaj Party,-406426.0
Madhya Pradesh,DAMOH,BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,Bhartiya Shakti Chetna Party,-406426.0
Madhya Pradesh,DAMOH,RAJESH SINGH SOYAM,Gondvana Gantantra Party,-406426.0
Madhya Pradesh,DAMOH,MANU SINGH MARAVI,Bharat Adivasi Party,-406426.0
Madhya Pradesh,TIKAMGARH,BABULAL KHANGAR,Independent,-403312.0
Madhya Pradesh,TIKAMGARH,N.R. PRAJAPATI,Adarsh Nyay Rakshak Party,-403312.0
Madhya Pradesh,TIKAMGARH,SARJU PRASAD,Independent,-403312.0
Madhya Pradesh,TIKAMGARH,AHIRWAR PANKAJ,Rashtriya Samaj Paksha,-403312.0
Madhya Pradesh,TIKAMGARH,NOTA,None of the Above,-403312.0
Madhya Pradesh,TIKAMGARH,AHIRWAR DALLURAM,Bahujan Samaj Party,-403312.0
Madhya Pradesh,TIKAMGARH,KHUMAN URF PANKAJ AHIRWAR,Indian National Congress,-403312.0
Madhya Pradesh,TIKAMGARH,DR. VIRENDRA KUMAR,Bharatiya Janata Party,-403312.0
Gujarat,Chhota Udaipur,TADVI RANCHHODBHAI,Bharatiya Bahujan Congress,-398777.0
Gujarat,Chhota Udaipur,RATHVA FURAKANBHAI BALJIBHAI,Malwa Congress,-398777.0
Gujarat,Chhota Udaipur,BHIL SOMABHAI GOKALBHAI,Bahujan Samaj Party,-398777.0
Gujarat,Chhota Udaipur,NOTA,None of the Above,-398777.0
Gujarat,Chhota Udaipur,SUKHRAMBHAI HARIYABHAI RATHWA,Indian National Congress,-398777.0
Gujarat,Chhota Udaipur,RATHVA MUKESHBHAI NURABHAI,Independent,-398777.0
Gujarat,Chhota Udaipur,JASHUBHAI BHILUBHAI RATHVA,Bharatiya Janata Party,-398777.0
Madhya Pradesh,SHAHDOL,DR. DURGA WATI BHARIA,Chhattisgarh Vikas Ganga Rashtriya Party,-397340.0
Madhya Pradesh,SHAHDOL,SMT. HIMADRI SINGH,Bharatiya Janata Party,-397340.0
Madhya Pradesh,SHAHDOL,PHUNDE LAL SINGH MARKO,Indian National Congress,-397340.0
Madhya Pradesh,SHAHDOL,ANIL SINGH DHURVEY,Gondvana Gantantra Party,-397340.0
Madhya Pradesh,SHAHDOL,DHANI RAM KOL,Bahujan Samaj Party,-397340.0
Madhya Pradesh,SHAHDOL,SAMAR SHAH SINGH GOND,Communist Party of India,-397340.0
Madhya Pradesh,SHAHDOL,KESHKALI BAIGA,Independent,-397340.0
Madhya Pradesh,SHAHDOL,GUNJAN SINGH,Independent,-397340.0
Madhya Pradesh,SHAHDOL,RAVIKARAN SINGH DHURVE,Bhartiya Shakti Chetna Party,-397340.0
Madhya Pradesh,SHAHDOL,AMRIT LAL SINGH UIKEY,Peoples Party of India (Democratic),-397340.0
Madhya Pradesh,SHAHDOL,NOTA,None of the Above,-397340.0
Tamil Nadu,THOOTHUKKUDI,PRASANNA KUMAR M,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,SELVAMUTHUKUMAR M,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,GANDHIMALLAR S M,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,NOTA,None of the Above,-392738.0
Tamil Nadu,THOOTHUKKUDI,ROWENA RUTH JANE J,Naam Tamilar Katchi,-392738.0
Tamil Nadu,THOOTHUKKUDI,VIJAYASEELAN SDR,Tamil Maanila Congress  (Moopanar),-392738.0
Tamil Nadu,THOOTHUKKUDI,SIVASAMY VELUMANI R,All India Anna Dravida Munnetra Kazhagam,-392738.0
Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,-392738.0
Tamil Nadu,THOOTHUKKUDI,CHITHIRAI JEGAN S,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,SIVANESWARAN J,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,SAMUEL T,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,MANIKKARAJ A,Bahujan Samaj Party,-392738.0
Tamil Nadu,THOOTHUKKUDI,AASIRIYAR SHANMUGA SUNDARAM K,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,KALEERMURUGAPAVENTHAN R,Makkal Nalvaazhvuk Katchi,-392738.0
Tamil Nadu,THOOTHUKKUDI,PONKUMARAN T P S,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,JEYAKUMAR C,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,RAJHA N P,Naam Indiar Party,-392738.0
Tamil Nadu,THOOTHUKKUDI,BISHOP DR GODFREY NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,-392738.0
Tamil Nadu,THOOTHUKKUDI,ARUNADEVI R,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,ESAKKIMUTHU V,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,SENTHIL KUMAR S,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,PONRAJ K,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,JAMES P,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,PERUMALKUMAR P,Puthiya Makkal Tamil Desam Katchi,-392738.0
Tamil Nadu,THOOTHUKKUDI,KRISHNAN S,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,SUDALAIMUTHU P,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,RADHAKRISHNAN V G,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,KANNAN G,Independent,-392738.0
Tamil Nadu,THOOTHUKKUDI,DAVID JEBASEELAN J,Independent,-392738.0
Rajasthan,RAJSAMAND,GHANSHYAM SINGH,Bhartiya Jan Adhikar Party,-392223.0
Rajasthan,RAJSAMAND,JITENDRA KUMAR KHATIK,Independent,-392223.0
Rajasthan,RAJSAMAND,DR. ARPIT CHHAJER,Independent,-392223.0
Rajasthan,RAJSAMAND,PRAMOD KUMAR VERMA,Bheem Tribal Congress,-392223.0
Rajasthan,RAJSAMAND,NARAYAN SONI,Independent,-392223.0
